title,brand,description,stars,reviewsCount,price/currency,price/value,breadCrumbs,asin,url
Street Fighter 2 Balrog Heavyweight Champion Classic Retro 90s Arcade Video Game Gaming Gamer Merchandise Collectibles Merch Accessories Ceramic Coffee Mug Tea Cup Fun Novelty Gift 12 oz,Poster Foundry,Street Fighter 2 Balrog Heavyweight Champion Classic Retro 90s Arcade Video Game Gaming Gamer Merchandise Collectibles Merch Accessories Ceramic Coffee Mug Tea Cup Fun Novelty Gift 12 oz,,,$,15.98,Home & Kitchen › Kitchen & Dining › Dining & Entertaining › Novelty › Drinkware › Coffee Mugs,B092KW94LC,https://www.amazon.com/dp/B092KW94LC
Mega Man 1up Icon MegaMan NES CAPCOM Mug Classic Retro Vintage 80s Video Game Collection Gaming Gamer Merchandise Collectibles Merch Accessories Ceramic Coffee Mug Tea Cup Fun Novelty Gift 12 oz,Poster Foundry,,5.0,2.0,$,15.98,Home & Kitchen › Kitchen & Dining › Dining & Entertaining › Novelty › Drinkware › Coffee Mugs,B0971M9ZS3,https://www.amazon.com/dp/B0971M9ZS3
Paladone Triforce Light Up Notebook - Officially Licensed Nintendo Legend of Zelda Merchandise,Paladone,,3.9,89.0,,,,B07MBJ6PPH,https://www.amazon.com/dp/B07MBJ6PPH
Skinit Decal Gaming Skin Compatible with PS5 Console - Officially Licensed NBA New Orleans Pelicans Jersey Design,Skinit,This New Orleans Pelicans Jersey skin for PlayStation 5 Console is best for enriching your gaming experience while keeping it looking sleek and sharp all at once. All New Orleans Pelicans skins for PS5 console are made with a premium 3M vinyl wrap and cut with precision to perfectly cover and protect your new console. A variety of PS5 console skins are available to let you show off your gaming style in a bold way.,,,$,24.99,,B08P7VBXVX,https://www.amazon.com/dp/B08P7VBXVX
Assassins Creed Valhalla Merchandise Eivor Varinsdottir Runes Female Video Game Video Gaming Gamer Collectibles Viking Cool Wall Decor Art Print Poster 24x36,Poster Foundry,,4.8,14.0,$,14.98,Home & Kitchen › Wall Art › Posters & Prints,B0932HFBMH,https://www.amazon.com/dp/B0932HFBMH
Rotating Headphone Display Stand for Desk with LED Lights - Spinning Gaming Headset Stand (Black),X-FLOAT,"A dynamic display stand, a statement piece, a revolution in desktop organization all at once—it's more than just a way to rest your headphones. Transform your atmosphere with 300+ LED color modes, the X-Float gaming headset stand doesn't just hold your headphones. Match the lights to your room decor, or simply pick the color mode you feel like with the convenient ""Mode +"" or ""Mode -"" buttons. The ""LED Speed"" button modulates the speed at which the lights flash. Speed it up for an energetic mood, or slow it down for a more relaxed setting. Plug it in, and bring life to your space, creating a visual spectacle that turns heads. The X-Float headphone stand is engineered from durable plastic, ensuring reliable sturdiness and longevity. Crafted with a matte black finish, its clean, minimalist body adds a modern edge to any desk setup. - 300+ adjustable LED color modes - Stylish matte black body - Durable yet lightweight construction - Easy and tool-free assembly - Powered by USB-C cable",4.3,29.0,$,19.99,Video Games › PC › Accessories › Headsets,B0C5SGR7NG,https://www.amazon.com/dp/B0C5SGR7NG
Assassins Creed Collection Work In The Dark To Serve The Light Lineup Video Game Gaming Gamer Merchandise Cosplay Collectibles Merch Accessories Ceramic Coffee Mug Tea Cup Fun Novelty Gift 12 oz,Poster Foundry,Assassins Creed Collection Work In The Dark To Serve The Light Lineup Video Game Gaming Gamer Merchandise Cosplay Collectibles Merch Accessories Ceramic Coffee Mug Tea Cup Fun Novelty Gift 12 oz,4.8,7.0,$,15.98,Home & Kitchen › Kitchen & Dining › Dining & Entertaining › Novelty › Drinkware › Coffee Mugs,B097GMF3FB,https://www.amazon.com/dp/B097GMF3FB
"Fallout, 6 Pack, Vault Boy Tech Decals, Waterproof Stickers for Phone, Laptop, Water Bottle, Skateboard, Vinyl Stickers for Boys and Girls",Controller Gear,"PREMIUM TECH DECALS: Decorate your office environment, notebooks, sketchbooks, computer, phone, tablet, skateboard, water bottle or car with special 3M brand American made stickers. Controller Gear manufactures all decals out of our Temecula office in Southern California. You will never have to worry about your devices as our decals do not interfere with buttons or sensors. Our special 3M technology makes these decals also scratch resistant & waterproof. Since they are made from vinyl, they apply and remove easily leaving no residue. They will not fade or sun bleach. Use as a gift for your family, friends, or students and add a pop of color into your life with all your favorite game characters and icons. Each pack includes several decals between a half inch and three inches in size.",4.0,82.0,,,Sports & Outdoors › Fan Shop › Video Games & Accessories,B07H4N9CQ5,https://www.amazon.com/dp/B07H4N9CQ5
Go All Out I Am The One Who Knocks Mens Women Sweatshirt Hoodie,Go All Out,Cotton-Poly blend pullover hooded sweatshirt.  Double-lined hood with drawstring.  1x1 athletic rib knit cuffs and waistband with Lycra.  Double-needle stitching throughout.,4.8,87.0,,,"Clothing, Shoes & Jewelry › Novelty & More › Clothing › Novelty › Men › Hoodies",B00ED392A4,https://www.amazon.com/dp/B00ED392A4
Street Fighter 2 Zangief The True Russian Threat Classic Retro 90s Arcade Video Game Gaming Gamer Merchandise Collectibles Merch Accessories Ceramic Coffee Mug Tea Cup Fun Novelty Gift 12 oz,Poster Foundry,Street Fighter 2 Zangief The True Russian Threat Classic Retro 90s Arcade Video Game Gaming Gamer Merchandise Collectibles Merch Accessories Ceramic Coffee Mug Tea Cup Fun Novelty Gift 12 oz,,,$,15.98,Home & Kitchen › Kitchen & Dining › Dining & Entertaining › Novelty › Drinkware › Coffee Mugs,B092LDQLMN,https://www.amazon.com/dp/B092LDQLMN
"TANOOKI Gaming Headset Headphones with Cat Ears Detachable Cable and RGB LED Light for PS5, PS4, Xbox Series, X|S, Xbox One, Nintendo Switch, PC, Mac",FRTEC,"Tanooki Gaming Headset with EAR Headband - Cheerful design. - Headband with Tanooki ears. - Tanooki LED light logo on the speakers. - LED light. - Flexible microphone. - Adjustable design, very comfortable to wear. - Speaker: 50 mm in diameter - The 3.5mm jack connector makes it compatible with all devices",4.1,15.0,$,49.24,Video Games › PlayStation 5 › Accessories › Accessory Kits,B0BG7DFVTH,https://www.amazon.com/dp/B0BG7DFVTH
Laminated Rainbow Six Siege Merchandise Smoke Character Video Game Video Gaming Gamer R6 Siege Tom Clancy Rainbow Six Seige Wall Art Poster Dry Erase Sign 12x18,Poster Foundry,,5.0,6.0,$,14.98,Industrial & Scientific › Science Education › Charts & Posters,B09NCKQP91,https://www.amazon.com/dp/B09NCKQP91
"Numskull Dungeons & Dragons Gaming Locker, Controller Holder, Headset Stand for PS5, Xbox Series X S, Nintendo Switch - Official Dungeons and Dragons Merchandise",Numskull,"This vertical gaming locker boasts the ability to hold up to 10 of your favourite Xbox, PS or Switch games, and Blu-ray films. Give your gaming headset the perfect home as this gaming locker includes a secure headphone holder on the top; Hang up to 4 gaming controllers on the side of the locker.",4.7,4.0,$,59.0,Electronics › Computers & Accessories › Laptop Accessories › Stands,B0BSV4NRM2,https://www.amazon.com/dp/B0BSV4NRM2
Skinit Decal Gaming Skin Compatible with PS4 Controller - Officially Licensed NFL Cincinnati Bengals Tropical Print Design,Skinit,"The Cincinnati Bengals Skin compatible with PS4 Controller is made from a 3M durable auto-grade vinyl for an ultimate lightweight PS4 Controller decal protection without the bulk. Every Skinit Cincinnati Bengals skin is officially licensed by NFL for an authentic brand design. The Cincinnati Bengals Cincinnati Bengals Tropical Print PS4 Controller decal skin is engineered to feature vibrant photo quality designs and to perfectly fit your PS4 Controller The Cincinnati Bengals Cincinnati Bengals Tropical Print skin can be easily applied and removed from your PS4 Controller with no residue, no mess and no fuss due to 3M adhesive backing. This makes it even easier for you to mix up your PS4 Controller style as much as you want to keep your device feeling new. All Skinit made decal skins are cut and crafted with everyday PS4 Controller uses in mind so that each Cincinnati Bengals skin offers a premium feel with a thin functional protection. Shop all officially licensed Cincinnati Bengals PS4 Controller skins made by Skinit and make it yours today!",5.0,1.0,$,15.99,Sports & Outdoors › Fan Shop › Video Games & Accessories,B075FCYYF7,https://www.amazon.com/dp/B075FCYYF7
Adult Lahey 14 Beacon Hills Lacrosse 2-Sided Hoodie,The Creating Studio,"You will enjoy this super-soft sweatshirt, perfect for any fan.",4.8,301.0,,,"Clothing, Shoes & Jewelry › Novelty & More › Clothing › Novelty › Men › Hoodies",B00OWXG3MA,https://www.amazon.com/dp/B00OWXG3MA
Far Cry 6 Fangs For Hire Chorizo Guapo Chicharron Video Game Gaming Gamer Far Cry Merchandise Collectibles Collectors Edition Far Cry Merch Far Cry 6 Poster Cool Wall Decor Art Print Poster 24x36,Poster Foundry,,4.7,4.0,$,14.98,Home & Kitchen › Wall Art › Posters & Prints,B09D41NH7L,https://www.amazon.com/dp/B09D41NH7L
Street Fighter Challengers Group CAPCOM Video Game Merchandise Gamer Classic Fighting Cool Wall Decor Art Print Poster 24x36,Poster Foundry,,5.0,7.0,$,14.98,Home & Kitchen › Wall Art › Posters & Prints,B08W9YYNMV,https://www.amazon.com/dp/B08W9YYNMV
"Valorant Custom Keycaps (Agent Breach) - Laser Engraved with Each Valorant Agent's Portrait, Skills, and Position. Fit with Any Mechanical Keyboard. Valorant Gift for Gamers, Adults, and Teens.",KeycapBro,,4.6,127.0,$,29.99,Video Games › PC › Accessories › Gaming Keyboards,B09R7GF5H7,https://www.amazon.com/dp/B09R7GF5H7
"Paladone Xbox Icons Light, Stickers, and Bottle Gift Set - Official Merchandise, PP9401XB",Paladone,"Show off your love for all things Xbox with this gorgeous Xbox Icon Light, Bottle, and Sticker Set. This set comes with a black steel water bottle with full color Xbox Icons down the side, a white Xbox Controller Light that is perfect mood lighting for any bedroom, game room, or man cave, and a set of Xbox Game Gadget Decals that can be used to decorate any item to show off the love for the brand. This kit if a perfect for any Xbox fan.",4.4,19.0,,,Home & Kitchen › Kitchen & Dining › Storage & Organization › Thermoses › Insulated Beverage Containers › Cups & Mugs,B096YK9HL3,https://www.amazon.com/dp/B096YK9HL3
BioShock Infinite Hardcover Ruled Journal (Gaming),,,4.9,34.0,$,20.06,Books › Arts & Photography › Other Media,1683832043,https://www.amazon.com/dp/1683832043
"SUPER MARIO Mug in Presentation Gift Box (Mario, Luigi, Peach & Toad Design) 11oz Ceramic Coloured Inner Coffee Mug and Gaming Mugs - Official Nintendo Merchandise",Super Mario,"Super Mario Mug in Presentation Gift Box (Mario, Luigi, Peach & Toad Design) 11oz Ceramic Coloured Inner Coffee Mug and Gaming Mugs - Official Nintendo Merchandise",2.4,2.0,$,13.94,Home & Kitchen › Kitchen & Dining › Dining & Entertaining › Novelty › Drinkware › Coffee Mugs,B0BTCNNQGM,https://www.amazon.com/dp/B0BTCNNQGM
"Paladone Playstation 5 Icon Light Gaming Home Décor Merchandise Blue, PP7929PS",Paladone,,4.1,49.0,,,Video Games › Legacy Systems › PlayStation Systems › PlayStation 3 › Accessories › Accessory Kits,B096H12PPF,https://www.amazon.com/dp/B096H12PPF
"Red Rupee Icon Light | Ideal for Kids Bedrooms, Office & Home | Pop Culture Gaming Merchandise",Paladone,,4.5,120.0,,,Video Games › PC,B07N13YSJR,https://www.amazon.com/dp/B07N13YSJR
Plants Against Zombies Soft Toy Pisto-Polka Dot 23 cm,Sakami Merchandise,Plants vs zombies plush Pisto-peas 23 cm,4.7,12.0,$,32.24,Video Games › PC › Accessories › Gaming Mice,B09CZB95T2,https://www.amazon.com/dp/B09CZB95T2
Video Games T-Shirt Funny Gamer Tee for Console Gaming Fans T-Shirt,Funny Gamer Awesome Video Game T-Shirt Shop,This video game t-shirt is perfect for the gamer in your life. Whether they are into gaming on a PC or console this is the perfect tee shirt for them.,4.8,676.0,,,"Clothing, Shoes & Jewelry › Novelty & More › Clothing › Novelty › Men › Shirts › T-Shirts",B0792HBH55,https://www.amazon.com/dp/B0792HBH55
Sega Mega Drive Console Logo Light. Retro Gaming Mood Light. Iconic Sega Console Logo Shaped Light. USB or Battery Powered. Officially Licensed Sega Merchandise.,Fizz Creations,"It’s time to win! This SEGA Mega Drive Logo Light creates the perfect vibe in your room as you get ready to compete. The iconic logo adds a warm glow allowing you to enter the zone, or relax after a long day. Powered by USB or batteries, this light is totally portable to take with you wherever you go or place anywhere around the house.",4.5,18.0,$,32.15,Tools & Home Improvement › Lighting & Ceiling Fans,B0BJ5NMKJD,https://www.amazon.com/dp/B0BJ5NMKJD
"Exquisite Gaming: Borderlands 3: Psycho - Original Mobile Phone & Gaming Controller Holder, Device Stand, Cable Guys, Licensed Figure",Exquisite Gaming,"BORDERLANDS 3: PSYCHO - Cable Guys Phone Stand & Controller Holder - Direct from Borderlands 3, it’s the insane masked bandit Psycho you can hear. Best known for causing severe damage to anything they are fighting against, this Psycho is nimble, quick, and freakishly dangerous. We’ve finally reasoned with Psycho to look after your most prized possessions; gaming controllers, mobile phone devices. Approx 8.5"" tall remote control and gaming controller stand / holder. Compatible with most types of smartphones and console controllers, including the next-gen PlayStation 5 DualSense, Xbox Series S/X and all iPhones. It's the perfect squad mate for any bedroom, office, or lounge. Looking great on its own or when holding your controller or mobile. Cableguys offer a collectible assortment of your favorite characters that have so many uses as gaming table accessories, you'll wonder what you did without them!",4.8,61.0,$,19.99,Video Games › PC › Accessories › Controllers › Gamepads & Standard Controllers,B0B5M29H49,https://www.amazon.com/dp/B0B5M29H49
Xbox Logo Area Rug | 39 x 39 Inches,Ukonic,"EPIC ROOM ESSENTIALS FOR GAMERS TO LEVEL UP Let your space rep your favorite console with this Xbox Logo Area Rug featuring the iconic green and black sphere. Whether it's going in your bedroom, on your porch, or under your gaming chair, this round rug that measures over 3 feet across declares your gamer cred loud and proud. WHERE FANDOM MEETS DECORATIVE HOME DECOR Why sport a boring old area rug when you could have this? A truly epic home decor option, this bold accent piece is a great (and useful) housewarming or birthday gift for the gamer in your life. You'll level up in no time when you add this officially licensed Xbox collectible to your inventory.",4.9,27.0,$,46.99,"Home & Kitchen › Home Décor Products › Rugs, Pads & Protectors › Area Rugs",B0BHXNBZ59,https://www.amazon.com/dp/B0BHXNBZ59
Funny Gaming Boys Girls Men Gamer Video Game T-Shirt,Gamer Gift Co.,,4.6,5.0,,,"Clothing, Shoes & Jewelry › Novelty & More › Clothing › Novelty › Women › Tops & Tees › T-Shirts",B09RKLW81Q,https://www.amazon.com/dp/B09RKLW81Q
"Paladone Xbox Controller Digital Alarm Clock, Officially Licensed Xbox Merchandise Gift and Decor for Gamers - Black",Paladone,,4.3,259.0,$,27.99,Home & Kitchen › Home Décor Products › Clocks › Alarm Clocks,B09RLS7J1B,https://www.amazon.com/dp/B09RLS7J1B
"SteelSeries Rival 600 Dota 2 Edition Gaming Mouse - 12,000 CPI TrueMove3+ Dual Optical Esports Sensor - 0.5 Lift-off Distance - Weight System - RGB Lighting",SteelSeries,"SteelSeries teamed up with Valve to develop the limited Dota 2 edition Rival 600 featuring a design by community artist Ced Alcalde.  The dual-sensor system combines true 1 to 1 tracking with breakthrough state-of-the art lift off distance detection.  Rival 600 also features an exclusive custom center-of-gravity tuning system with 256 weight configurations and a customizable range from 96g to 128g, ensuring the perfect weight and balance for everyone.  SteelSeries Engine software unlocks an impressive arsenal of Engine Apps that make customization easy and intuitive.",4.6,11.0,,,,B08178YYFF,https://www.amazon.com/dp/B08178YYFF
"Gaming Room, Gaming Decor, Battle-Station, Gamer Setup, Gamer, Gamer Wall Decals, Gamer Decor, Gamer Wall Art, Games, Video Games, Sticker",Fprqlyze,"Create a stunning feature wall with this beautiful wall sticker! Turn a dull, plain wall into an eye-catching focal point - looks incredible and so easy to put up!  Precision cut on high quality PVC, non-toxic and child-safe. Long-lasting, waterproof and easy to wipe-clean. The perfect finishing touch for bedrooms, nurseries, living rooms, hallways, kitchens, offices, shops and classrooms!",5.0,5.0,,,Video Games › PC › Accessories › Gaming Keyboards,B08M979J5Q,https://www.amazon.com/dp/B08M979J5Q
Skinit Decal Gaming Skin for PS4 Controller - Officially Licensed Warner Bros Harley Quinn Mad Love Design,Skinit,"The Harley Quinn PS4 Controller Skin is made from a 3M durable auto-grade vinyl for an ultimate lightweight PS4 Controller decal protection without the bulk. Every Skinit Harley Quinn skin is officially licensed by Warner Bros for an authentic brand design. The Harley Quinn Harley Quinn Mad Love PS4 Controller decal skin is engineered to feature vibrant photo quality designs and to perfectly fit your PS4 Controller The Harley Quinn Harley Quinn Mad Love skin can be easily applied and removed from your PS4 Controller with no residue, no mess and no fuss due to 3M adhesive backing. This makes it even easier for you to mix up your PS4 Controller style as much as you want to keep your device feeling new. All Skinit made decal skins are cut and crafted with everyday PS4 Controller uses in mind so that each Harley Quinn skin offers a premium feel with a thin functional protection. Shop all officially licensed Harley Quinn PS4 Controller skins made by Skinit and make it yours today!",3.5,12.0,$,15.99,"Video Games › PlayStation 4 › Accessories › Faceplates, Protectors & Skins",B085Z57N8D,https://www.amazon.com/dp/B085Z57N8D
Assassins Creed Valhalla Wall Decor Art Work In The Dark Bedroom Poster Gaming Viking Decor Video Game Merchandise Collectors Gamer Art Assassins Creed Gift Cool Wall Decor Art Print Poster 18x12,Poster Foundry,,4.7,9.0,$,11.99,Home & Kitchen › Wall Art › Posters & Prints,B097GD4YJX,https://www.amazon.com/dp/B097GD4YJX
SteelSeries Limited Edition Keyset for the Shift Gaming Keyboard-World of Warcraft Cataclysm Edition,SteelSeries,"The SteelSeries Shift World of Warcraft: Cataclysm Edition Keyset presents gamers with predefined game mods and an intuitive layout of the most common commands, actions and emotes. The Keyset helps groups run more smoothly through its ability to mark targets for added group and raid functionality. The SteelSeries Shift Keyset provides new functionality that reflects changes that have come over the game since the last expansion. Its labeled and color coded keys, together with the World of Warcraft: Cataclysm artwork and functionality, will immerse players into the world of Azeroth and help to accelerate game mastery.",4.1,102.0,,,Video Games › PC › Accessories › Gaming Keyboards,B004FHU4FA,https://www.amazon.com/dp/B004FHU4FA
Poster Foundry Street Fighter 2 Sagat Muay Thai Thailand Classic Retro 90s Arcade Video Game Gaming Gamer Merchandise Collectibles Merch Accessories Ceramic Coffee Mug Tea Cup Fun Novelty Gift 12 oz,Poster Foundry,Street Fighter 2 Sagat Muay Thai Thailand Classic Retro 90s Arcade Video Game Gaming Gamer Merchandise Collectibles Merch Accessories Ceramic Coffee Mug Tea Cup Fun Novelty Gift 12 oz,5.0,2.0,$,15.98,Home & Kitchen › Kitchen & Dining › Dining & Entertaining › Novelty › Drinkware › Coffee Mugs,B092LL33DB,https://www.amazon.com/dp/B092LL33DB
Assassins Creed Valhalla Merchandise Male Ultimate Edition Key Art Video Game Cover Video Gaming Gamer Collectibles Viking Eivor Varinsdottir Black Wood Framed Art Poster 14x20,Poster Foundry,,5.0,3.0,$,39.98,Home & Kitchen › Wall Art › Posters & Prints,B092C7FBZZ,https://www.amazon.com/dp/B092C7FBZZ
Sonic The Hedgehog Mens T-Shirt | Sonic Sushi Short Sleeve Grey Graphic Tee for Adults | Gaming Merchandise Gift for Him,Sonic The Hedgehog,"Experience a unique fusion of speed and sushi with our Men's Grey Sonic T-Shirt! Featuring the vibrant Sonic Sushi design, this authentic Sonic merchandise captures the essence of Sonic's adventurous spirit. Embrace the excitement of gaming and the deliciousness of sushi in one stylish tee. Crafted for both style and comfort, this t-shirt is perfect for gaming enthusiasts. Made from high-quality materials, it ensures a comfortable and enjoyable wearing experience. Elevate your gaming wardrobe with this official Sonic t-shirt and show off your love for Sonic's fast-paced world and mouthwatering sushi.",5.0,1.0,,,"Clothing, Shoes & Jewelry › Novelty & More › Clothing › Novelty › Men › Shirts › T-Shirts",B0CFRB944V,https://www.amazon.com/dp/B0CFRB944V
CTA Digital Xbox 360 - Kinect Perfect Range Anti-Slip Gaming Mat,CTA Digital,"Product DescriptionThe Xbox 360 Kinect is the first of its kind in controller-free motion capture gaming. Make the most of this new technology with the Perfect Range Game Mat for the Xbox 360 Kinect from CTA Digital. The beauty of the Game Mat is that it allows for a clear view of Kinect’s 1 and 2 player gaming zone, while protecting your floors and carpets and reducing noise. By placing the mat centered, 4’ from the Xbox 360 Kinect’s camera, players can see a clear visual guide of the gaming area for a flawless Kinect experience. Without the mat’s visual guide, gamers can easily find themselves outside the gaming zone. While playing a controller-free system it’s also very easy to become misaligned with the camera, making it frustrating to again find the correct area and distance. The Perfect Range Game Mat makes it incredibly easy to stay within Kinect’s gaming zone, but also to find your way back once you’ve moved. It’s also made of durable and comfortable foam, and includes an anti-slip material to keep the mat in place during intense gaming sessions. The Game Mat is compatible with all Xbox 360 Kinect games and rolls up to store easily in your home. The stylish design and practical function of CTA Digital’s Perfect Range Game Mat is sure to make the most of your Xbox 360 Kinect.From the Manufacturer Perfect Range Game Mat for the Xbox 360 KinectThe Xbox 360 Kinect is the first of its kind in controller-free motion capture gaming. Make the most of this new technology with the Perfect Range Game Mat for the Xbox 360 Kinect from CTA Digital. The beauty of the Game Mat is that it allows for a clear view of Kinect’s 1 and 2 player gaming zone, while protecting your floors and carpets and reducing noise. By placing the mat centered, 4’ from the XBOX 360 Kinect’s camera, players can see a clear visual guide of the gaming area for a flawless Kinect experience. Great for every time you use KinectThe beauty of the Game Mat is that it allows for a clear view of Kinect’s 1 and 2 player gaming zone, while protecting your floors and carpets and reducing noise. So you will know exactly where to be standing for optimal kinect camera viewing.   Stay in range with the game mat for Kinect. View large.   Visual Game ZoneBy placing the mat centered, 4’ from the Xbox 360 Kinect’s camera, players can see a clear visual guide of the gaming area for a flawless Kinect gaming experience. Stay in the gameWithout the mat’s visual guide, gamers can easily find themselves outside the gaming zone. While playing a controller-free system it’s also very easy to become misaligned with the camera, making it frustrating to again find the correct area and distance. The Perfect Range Game Mat makes it incredibly easy to stay within Kinect’s gaming zone, but also to find your way back once you’ve moved. Durable and Strong MaterialIt’s also made of durable and comfortable foam. It is safe for children of all ages to play on. Includes an anti-slip material on the bottom to keep the mat in place during intense gaming sessions. This mat will eliminate scuff marks on your tile or wood floors, and reduce the wear to your carpets.   Stay in range with the game mat for Kinect. View larger.   Fully CompatibleThe Game Mat is compatible with all Xbox 360 Kinect games and rolls up to store easily in your home. The stylish design and practical function of CTA Digital’s Perfect Range Game Mat is sure to make the most of your Xbox 360 Kinect. Key Features:Protection - Padded protection for your floors and rugs.Protection - Padded protection for your floors and rugs. Durable - Durable, anti-slip material.  Durable - Durable, anti-slip material.  Compatible- Compatible with all Xbox 360 Kinect games.  Compatible- Compatible with all Xbox 360 Kinect games.  Provides Clarity - With the Mat’s prominent gaming zones you will know exactly where to stand for optimal placement within the Kinect environment.  Provides Clarity - With the Mat’s prominent gaming zones you will know exactly where to stand for optimal placement within the Kinect environment. Package Includes:(1) 55” x 78” Game Mat for the Xbox 360 Kinect",3.3,47.0,,,Video Games › Legacy Systems › Xbox Systems › Xbox 360,B0058GNK30,https://www.amazon.com/dp/B0058GNK30
Street Fighter Ryu Art CAPCOM Video Game Merchandise Gamer Classic Fighting Cool Wall Decor Art Print Poster 24x36,Poster Foundry,,5.0,2.0,$,14.98,Home & Kitchen › Wall Art › Posters & Prints,B08W8JP63Y,https://www.amazon.com/dp/B08W8JP63Y
Far Cry 6 Dani Male Character Video Game Gaming Gamer Far Cry Merchandise Collectibles Collectors Edition Far Cry Merch Far Cry 6 Poster Far Cry Game Cool Wall Decor Art Print Poster 24x36,Poster Foundry,,,,$,14.98,Home & Kitchen › Wall Art › Posters & Prints,B09CS12THW,https://www.amazon.com/dp/B09CS12THW
Assassins Creed Valhalla Merchandise Female Gold Edition Key Art Video Game Cover Video Gaming Gamer Collectibles Viking Eivor Varinsdottir Cool Wall Decor Art Print Poster 24x36,Poster Foundry,,5.0,2.0,$,14.98,Home & Kitchen › Wall Art › Posters & Prints,B0932LC5M9,https://www.amazon.com/dp/B0932LC5M9
SteelSeries World of Warcraft Cataclysm MMO Gaming Mouse,SteelSeries,"Product DescriptionThe World of Warcraft Cataclysm MMO Gaming Mouse was designed specifically for World of Warcraft by Blizzard and SteelSeries. The World of Warcraft Cataclysm MMO Gaming Mouse provides remarkable benefits to all MMO gamers, regardless of level or play style. The mouse features incredible customization options to accommodate personal preferences. Seamless integration between software and hardware will provide an amazing in-game experience that provides superior performance, comfort, and control. The World of Warcraft Cataclysm MMO Gaming Mouse is fully scalable to meet and exceed the expectations of even the most discerning World of Warcraft gamer.From the ManufacturerDeveloped for World of Warcraft players by SteelSeries and Blizzard Entertainment, the World of Warcraft: Cataclysm MMO Gaming Mouse invokes the iconic imagery of Deathwing the Destroyer, leader of the black dragonflight and instigator of the Cataclysm. The SteelSeries World of Warcraft: Cataclysm MMO Gaming Mouse is fully scalable to meet and exceed the requirements of even the most demanding World of Warcraft gamer.  Complete your World of Warcraft experience with the family of SteelSeries World of Warcraft gaming products: World of Warcraft Cataclysm MMO Gaming Keyboard QcK World of Warcraft Cataclysm Gaming Mouse Pad - Deathwing Edition QcK World of Warcraft Cataclysm Gaming Mouse Pad - Goblin Edition QcK World of Warcraft Cataclysm Gaming Mouse Pad - Worgen Edition Create custom macros plus drag-and-drop setup with over 130 preset game commands Designed for World of Warcraft: CataclysmThe Cataclysm MMO Gaming Mouse offers full in-game integration in World of Warcraft. All 14 buttons are individually recognized and can be assigned using the game user interface. The A+ gaming-grade laser sensor is the same laser sensor that is also in the award-winning SteelSeries Xai mouse--the same sensor used by champion First Person Shooter (FPS) gamers that demand the ultimate precision.Completely CustomizableYou can customize virtually anything on the Cataclysm MMO Gaming Mouse, from illumination customization up to 16 million different colors, to fully customizable and powerful macro binding capability. The improved user interface includes drag-and-drop button assignment, easily customizable macros plus advanced macro delays, and complete compatibility with both Windows (Win XP or later) and Mac operating systems.Bind all 14 buttons directly from the World of Warcraft interface, without ever leaving the game. The onboard memory module allows the onboard storage of a customized profile, including custom macros and binds. Create and store up to 10 custom profiles linked directly to the Armory.System RequirementsPC with USB port, latest release of the SteelSeries Engine software, and World of Warcraft game. Works with Windows XP, Vista, Windows 7, and Mac OSX (configuration software available for Windows only).What's in the BoxSteelSeries World of Warcraft: Cataclysm MMO Gaming Mouse, manual.What Critics Are Saying About SteelSeries World of Warcraft: Cataclysm MMO Gaming Mouse""A device which looks cool, performs exceptionally well and has great integration with World of Warcraft. Experienced players and low level novices will both benefit from the use of SteelSeries World of Warcraft: Cataclysm MMO Gaming Mouse."" --Stuart Kerley, HardwareHeaven.com""It's incredibly easy to set up and use, and you're able to generate a phenomenal amount of different profiles for virtually every kind of gameplay condition. I used it most extensively for PvP, and it definitely helped transform my game."" --Jaz Rignall, GamePro.com""The dedicated World of Warcraft player couldn't ask for a finer pointing device than the SteelSeries World of Warcraft: Cataclysm MMO Gaming Mouse."" --Mike Fahey, KotakuTechnical SpecificationsInterface: USB, wiredInterface: USB, wiredMouse Type: LaserMouse Type: LaserButtons: 14Buttons: 14Lighting: Internal LED with up to 16MM colorsLighting: Internal LED with up to 16MM colorsProfile Storage: Up to 10 in onboard memoryProfile Storage: Up to 10 in onboard memory",3.8,128.0,,,Video Games › PC › Accessories › Gaming Mice,B004GZ2RCY,https://www.amazon.com/dp/B004GZ2RCY
Cable Guy Crash Bandicoot Controller Holder - 8 inch version,Cableguys,"Collectable device holder for Smartphones and game controllers. Holds PlayStation and Xbox Controllers. Includes 2m USB cable with adapters. Figure is 8"" tall.",4.6,5840.0,$,34.99,Video Games › Legacy Systems,B075QLBP97,https://www.amazon.com/dp/B075QLBP97
Poster Foundry Street Fighter 2 Sagat vs M Bison Classic Retro 90s Arcade Video Game Gaming Gamer Merchandise Collectibles Merch Accessories Ceramic Coffee Mug Tea Cup Fun Novelty Gift 12 oz,Poster Foundry,Street Fighter 2 Sagat vs M Bison Classic Retro 90s Arcade Video Game Gaming Gamer Merchandise Collectibles Merch Accessories Ceramic Coffee Mug Tea Cup Fun Novelty Gift 12 oz,5.0,1.0,$,15.98,Home & Kitchen › Kitchen & Dining › Dining & Entertaining › Novelty › Drinkware › Coffee Mugs,B092L168JZ,https://www.amazon.com/dp/B092L168JZ
